anio_mundial,fase,grupo,fecha,pais_local,pais_visita,nom_jugador,pais_jugador,minuto,tipo_gol
1994,Primera Ronda,Grupo B,1994-06-28,Brasil,Suecia,Romario,Brasil,46,
1994,Primera Ronda,Grupo C,1994-06-17,Alemania,Bolivia,Juergen Klinsmann,Alemania,61,
1994,Primera Ronda,Grupo C,1994-06-17,España,Corea del Sur,Julio Salinas,España,51,
1994,Primera Ronda,Grupo C,1994-06-17,España,Corea del Sur,Goikoetxea,España,55,
1994,Primera Ronda,Grupo C,1994-06-17,España,Corea del Sur,Myung Bo Hong,Corea del Sur,85,
1994,Primera Ronda,Grupo C,1994-06-17,España,Corea del Sur,Jung Won Seo,Corea del Sur,90,
1994,Primera Ronda,Grupo C,1994-06-21,Alemania,España,Goikoetxea,España,14,
1994,Primera Ronda,Grupo C,1994-06-21,Alemania,España,Juergen Klinsmann,Alemania,48,
1994,Primera Ronda,Grupo C,1994-06-27,Bolivia,España,Pep Guardiola,España,19,penal
1994,Primera Ronda,Grupo C,1994-06-27,Bolivia,España,Jose Luis Caminero,España,66,
1994,Primera Ronda,Grupo C,1994-06-27,Bolivia,España,Erwin Sanchez,Bolivia,67,
1994,Primera Ronda,Grupo C,1994-06-27,Bolivia,España,Jose Luis Caminero,España,70,
1994,Primera Ronda,Grupo C,1994-06-27,Alemania,Corea del Sur,Juergen Klinsmann,Alemania,12,
1994,Primera Ronda,Grupo C,1994-06-27,Alemania,Corea del Sur,Karlheinz Riedle,Alemania,20,
1994,Primera Ronda,Grupo C,1994-06-27,Alemania,Corea del Sur,Juergen Klinsmann,Alemania,37,
1994,Primera Ronda,Grupo C,1994-06-27,Alemania,Corea del Sur,Sun Hong Hwang,Corea del Sur,52,
1994,Primera Ronda,Grupo C,1994-06-27,Alemania,Corea del Sur,Myung Bo Hong,Corea del Sur,63,
1994,Primera Ronda,Grupo D,1994-06-21,Argentina,Grecia,Gabriel Batistuta,Argentina,2,
1994,Primera Ronda,Grupo D,1994-06-21,Argentina,Grecia,Gabriel Batistuta,Argentina,44,
1994,Primera Ronda,Grupo D,1994-06-21,Argentina,Grecia,Diego Maradona,Argentina,60,
1994,Primera Ronda,Grupo D,1994-06-21,Argentina,Grecia,Gabriel Batistuta,Argentina,90,penal
1994,Primera Ronda,Grupo D,1994-06-21,Nigeria,Bulgaria,Rasheed Yekini,Nigeria,21,
1994,Primera Ronda,Grupo D,1994-06-21,Nigeria,Bulgaria,Daniel Amokachi,Nigeria,43,
1994,Primera Ronda,Grupo D,1994-06-21,Nigeria,Bulgaria,Emmanuel Amunike,Nigeria,55,
1994,Primera Ronda,Grupo D,1994-06-25,Argentina,Nigeria,Samson Siasia,Nigeria,8,
1994,Primera Ronda,Grupo D,1994-06-25,Argentina,Nigeria,Claudio Caniggia,Argentina,21,
1994,Primera Ronda,Grupo D,1994-06-25,Argentina,Nigeria,Claudio Caniggia,Argentina,28,
1994,Primera Ronda,Grupo D,1994-06-26,Bulgaria,Grecia,Hristo Stoichkov,Bulgaria,5,penal
1994,Primera Ronda,Grupo D,1994-06-26,Bulgaria,Grecia,Hristo Stoichkov,Bulgaria,55,penal
1994,Primera Ronda,Grupo D,1994-06-26,Bulgaria,Grecia,Iordan Letchkov,Bulgaria,65,
1994,Primera Ronda,Grupo D,1994-06-26,Bulgaria,Grecia,Daniel Borimirov,Bulgaria,90,
1994,Primera Ronda,Grupo D,1994-06-30,Grecia,Nigeria,Finidi George,Nigeria,45,
1994,Primera Ronda,Grupo D,1994-06-30,Grecia,Nigeria,Daniel Amokachi,Nigeria,90,
1994,Primera Ronda,Grupo D,1994-06-30,Argentina,Bulgaria,Hristo Stoichkov,Bulgaria,61,
1994,Primera Ronda,Grupo D,1994-06-30,Argentina,Bulgaria,Nasko Sirakov,Bulgaria,90,
1994,Primera Ronda,Grupo E,1994-06-18,Italia,Irlanda,Ray Houghton,Irlanda,11,
1994,Primera Ronda,Grupo E,1994-06-19,Noruega,México,Kjetil Rekdal,Noruega,84,
1994,Primera Ronda,Grupo E,1994-06-23,Italia,Noruega,Dino Baggio,Italia,69,
1994,Primera Ronda,Grupo E,1994-06-24,México,Irlanda,Luis Garcia,México,42,
1994,Primera Ronda,Grupo E,1994-06-24,México,Irlanda,Luis Garcia,México,65,
1994,Primera Ronda,Grupo E,1994-06-24,México,Irlanda,John Aldridge,Irlanda,84,
1994,Primera Ronda,Grupo E,1994-06-28,Italia,México,Daniele Massaro,Italia,48,
1994,Primera Ronda,Grupo E,1994-06-28,Italia,México,Marcelino Bernal,México,57,
1994,Primera Ronda,Grupo F,1994-06-19,Bélgica,Marruecos,Marc De Grijse,Bélgica,11,
1994,Primera Ronda,Grupo F,1994-06-20,Paises Bajos,Arabia Saudita,Fuad Amin,Arabia Saudita,18,
1994,Primera Ronda,Grupo F,1994-06-20,Paises Bajos,Arabia Saudita,Wim Jonk,Paises Bajos,50,
1994,Primera Ronda,Grupo F,1994-06-20,Paises Bajos,Arabia Saudita,Gaston Taument,Paises Bajos,86,
1994,Primera Ronda,Grupo F,1994-06-25,Bélgica,Paises Bajos,Philippe Albert,Bélgica,65,
1994,Primera Ronda,Grupo F,1994-06-25,Arabia Saudita,Marruecos,Sami Al Jaber,Arabia Saudita,7,penal
1994,Primera Ronda,Grupo F,1994-06-25,Arabia Saudita,Marruecos,Mohammed Chaouch,Marruecos,26,
1994,Primera Ronda,Grupo F,1994-06-25,Arabia Saudita,Marruecos,Fuad Amin,Arabia Saudita,45,
1994,Primera Ronda,Grupo F,1994-06-29,Marruecos,Paises Bajos,Dennis Bergkamp,Paises Bajos,43,
1994,Primera Ronda,Grupo F,1994-06-29,Marruecos,Paises Bajos,Hassan Nader,Marruecos,47,
1994,Primera Ronda,Grupo F,1994-06-29,Marruecos,Paises Bajos,Bryan Roy,Paises Bajos,77,
1994,Primera Ronda,Grupo F,1994-06-29,Bélgica,Arabia Saudita,Said Al Owayran,Arabia Saudita,5,
1994,Octavos de Final,,1994-07-02,Alemania,Bélgica,Rudi Voeller,Alemania,6,
1994,Octavos de Final,,1994-07-02,Alemania,Bélgica,Georges Grun,Bélgica,8,
1994,Octavos de Final,,1994-07-02,Alemania,Bélgica,Juergen Klinsmann,Alemania,11,
1994,Octavos de Final,,1994-07-02,Alemania,Bélgica,Rudi Voeller,Alemania,40,
1994,Octavos de Final,,1994-07-02,Alemania,Bélgica,Philippe Albert,Bélgica,90,
1994,Octavos de Final,,1994-07-02,España,Suiza,Fernando Hierro,España,15,
1994,Octavos de Final,,1994-07-02,España,Suiza,Luis Enrique,España,74,
1994,Octavos de Final,,1994-07-02,España,Suiza,Txiki Beguiristain,España,86,penal
1994,Octavos de Final,,1994-07-03,Arabia Saudita,Suecia,Martin Dahlin,Suecia,6,
1994,Octavos de Final,,1994-07-03,Arabia Saudita,Suecia,Kennet Andersson,Suecia,51,
1994,Octavos de Final,,1994-07-03,Arabia Saudita,Suecia,Fahad Al Ghesheyan,Arabia Saudita,85,
1994,Octavos de Final,,1994-07-03,Arabia Saudita,Suecia,Kennet Andersson,Suecia,88,
1994,Octavos de Final,,1994-07-03,Rumania,Argentina,Ilie Dumitrescu,Rumania,11,
1994,Octavos de Final,,1994-07-03,Rumania,Argentina,Gabriel Batistuta,Argentina,16,penal
1994,Octavos de Final,,1994-07-03,Rumania,Argentina,Ilie Dumitrescu,Rumania,18,
1994,Octavos de Final,,1994-07-03,Rumania,Argentina,Gheorghe Hagi,Rumania,58,
1994,Octavos de Final,,1994-07-03,Rumania,Argentina,Abel Balbo,Argentina,75,
1994,Octavos de Final,,1994-07-04,Paises Bajos,Irlanda,Dennis Bergkamp,Paises Bajos,11,
1994,Octavos de Final,,1994-07-04,Paises Bajos,Irlanda,Wim Jonk,Paises Bajos,41,
1994,Octavos de Final,,1994-07-04,Brasil,Estados Unidos,Bebeto,Brasil,72,
1994,Octavos de Final,,1994-07-05,Nigeria,Italia,Emmanuel Amunike,Nigeria,25,
1994,Octavos de Final,,1994-07-05,Nigeria,Italia,Roberto Baggio,Italia,89,
1994,Octavos de Final,,1994-07-05,Nigeria,Italia,Roberto Baggio,Italia,100,penal
1994,Octavos de Final,,1994-07-05,México,Bulgaria,Hristo Stoichkov,Bulgaria,6,
1994,Octavos de Final,,1994-07-05,México,Bulgaria,Alberto Garcia Aspe,México,18,penal
1994,Cuartos de Final,,1994-07-09,Italia,España,Dino Baggio,Italia,25,
1994,Cuartos de Final,,1994-07-09,Italia,España,Jose Luis Caminero,España,58,
1994,Cuartos de Final,,1994-07-09,Italia,España,Roberto Baggio,Italia,87,
1994,Cuartos de Final,,1994-07-09,Paises Bajos,Brasil,Romario,Brasil,53,
1994,Cuartos de Final,,1994-07-09,Paises Bajos,Brasil,Bebeto,Brasil,63,
1994,Cuartos de Final,,1994-07-09,Paises Bajos,Brasil,Dennis Bergkamp,Paises Bajos,64,
1994,Cuartos de Final,,1994-07-09,Paises Bajos,Brasil,Aron Winter,Paises Bajos,76,
1994,Cuartos de Final,,1994-07-09,Paises Bajos,Brasil,Branco,Brasil,81,
1994,Cuartos de Final,,1994-07-10,Bulgaria,Alemania,Lothar Matthaeus,Alemania,47,penal
1994,Cuartos de Final,,1994-07-10,Bulgaria,Alemania,Hristo Stoichkov,Bulgaria,75,
1994,Cuartos de Final,,1994-07-10,Bulgaria,Alemania,Iordan Letchkov,Bulgaria,78,
1994,Cuartos de Final,,1994-07-10,Rumania,Suecia,Tomas Brolin,Suecia,78,
1994,Cuartos de Final,,1994-07-10,Rumania,Suecia,Florin Raducioiu,Rumania,88,
1994,Cuartos de Final,,1994-07-10,Rumania,Suecia,Florin Raducioiu,Rumania,101,
1994,Cuartos de Final,,1994-07-10,Rumania,Suecia,Kennet Andersson,Suecia,115,
1994,Semifinales,,1994-07-13,Bulgaria,Italia,Roberto Baggio,Italia,20,
1994,Semifinales,,1994-07-13,Bulgaria,Italia,Roberto Baggio,Italia,25,
1994,Semifinales,,1994-07-13,Bulgaria,Italia,Hristo Stoichkov,Bulgaria,44,penal
1994,Semifinales,,1994-07-13,Suecia,Brasil,Romario,Brasil,80,
1994,Tercer Puesto,,1994-07-16,Suecia,Bulgaria,Tomas Brolin,Suecia,8,
1994,Tercer Puesto,,1994-07-16,Suecia,Bulgaria,Hakan Mild,Suecia,30,
1994,Tercer Puesto,,1994-07-16,Suecia,Bulgaria,Henrik Larsson,Suecia,37,
1994,Tercer Puesto,,1994-07-16,Suecia,Bulgaria,Kennet Andersson,Suecia,40,
1998,Primera Ronda,Grupo A,1998-06-10,Brasil,Escocia,Cesar Sampaio,Brasil,5,
1998,Primera Ronda,Grupo A,1998-06-10,Brasil,Escocia,John Collins,Escocia,38,penal
1998,Primera Ronda,Grupo A,1998-06-10,Brasil,Escocia,Tom Boyd,Brasil,74,en contra
1998,Primera Ronda,Grupo A,1998-06-10,Marruecos,Noruega,Mustafa El Hadji,Marruecos,37,
1998,Primera Ronda,Grupo A,1998-06-10,Marruecos,Noruega,Youssef Chippo,Noruega,45,en contra
1998,Primera Ronda,Grupo A,1998-06-10,Marruecos,Noruega,Abdeljalil Hadda,Marruecos,60,
1998,Primera Ronda,Grupo A,1998-06-10,Marruecos,Noruega,Dan Eggen,Noruega,61,
1998,Primera Ronda,Grupo A,1998-06-16,Escocia,Noruega,Havard Flo,Noruega,46,
1998,Primera Ronda,Grupo A,1998-06-16,Escocia,Noruega,Craig Burley,Escocia,66,
1998,Primera Ronda,Grupo A,1998-06-16,Brasil,Marruecos,Ronaldo,Brasil,9,
1998,Primera Ronda,Grupo A,1998-06-16,Brasil,Marruecos,Rivaldo,Brasil,45,
1998,Primera Ronda,Grupo A,1998-06-16,Brasil,Marruecos,Bebeto,Brasil,50,
1998,Primera Ronda,Grupo A,1998-06-23,Escocia,Marruecos,Salaheddine Bassir,Marruecos,23,
1998,Primera Ronda,Grupo A,1998-06-23,Escocia,Marruecos,Abdeljalil Hadda,Marruecos,46,
1998,Primera Ronda,Grupo A,1998-06-23,Escocia,Marruecos,Salaheddine Bassir,Marruecos,85,
1998,Primera Ronda,Grupo A,1998-06-23,Brasil,Noruega,Bebeto,Brasil,78,
1998,Primera Ronda,Grupo A,1998-06-23,Brasil,Noruega,Tore Andre Flo,Noruega,83,
1998,Primera Ronda,Grupo A,1998-06-23,Brasil,Noruega,Kjetil Rekdal,Noruega,89,penal
1998,Primera Ronda,Grupo B,1998-06-11,Camerún,Austria,Pierre Njanka,Camerún,77,
1998,Primera Ronda,Grupo B,1998-06-11,Camerún,Austria,Toni Polster,Austria,90,
1998,Primera Ronda,Grupo B,1998-06-11,Italia,Chile,Christian Vieri,Italia,11,
1998,Primera Ronda,Grupo B,1998-06-11,Italia,Chile,Marcelo Salas,Chile,45,
1998,Primera Ronda,Grupo B,1998-06-11,Italia,Chile,Marcelo Salas,Chile,48,
1998,Primera Ronda,Grupo B,1998-06-11,Italia,Chile,Roberto Baggio,Italia,84,penal
1998,Primera Ronda,Grupo B,1998-06-17,Chile,Austria,Marcelo Salas,Chile,70,
1998,Primera Ronda,Grupo B,1998-06-17,Chile,Austria,Ivica Vastic,Austria,90,
1998,Primera Ronda,Grupo B,1998-06-17,Italia,Camerún,Luigi Di Biagio,Italia,7,
1998,Primera Ronda,Grupo B,1998-06-17,Italia,Camerún,Christian Vieri,Italia,75,
1998,Primera Ronda,Grupo B,1998-06-17,Italia,Camerún,Christian Vieri,Italia,89,
1998,Primera Ronda,Grupo B,1998-06-23,Italia,Austria,Christian Vieri,Italia,48,
1998,Primera Ronda,Grupo B,1998-06-23,Italia,Austria,Roberto Baggio,Italia,90,
1998,Primera Ronda,Grupo B,1998-06-23,Italia,Austria,Andreas Herzog,Austria,90,penal
1998,Primera Ronda,Grupo B,1998-06-23,Chile,Camerún,Jose Sierra,Chile,20,
1998,Primera Ronda,Grupo B,1998-06-23,Chile,Camerún,Patrick Mboma,Camerún,56,
1998,Primera Ronda,Grupo C,1998-06-12,Arabia Saudita,Dinamarca,Marc Rieper,Dinamarca,69,
1998,Primera Ronda,Grupo C,1998-06-12,Francia,Sudáfrica,Christophe Dugarry,Francia,36,
1998,Primera Ronda,Grupo C,1998-06-12,Francia,Sudáfrica,Pierre Issa,Francia,77,en contra
1998,Primera Ronda,Grupo C,1998-06-12,Francia,Sudáfrica,Thierry Henry,Francia,90,
1998,Primera Ronda,Grupo C,1998-06-18,Francia,Arabia Saudita,Thierry Henry,Francia,37,
1998,Primera Ronda,Grupo C,1998-06-18,Francia,Arabia Saudita,David Trezeguet,Francia,68,
1998,Primera Ronda,Grupo C,1998-06-18,Francia,Arabia Saudita,Thierry Henry,Francia,78,
1998,Primera Ronda,Grupo C,1998-06-18,Francia,Arabia Saudita,Bixente Lizarazu,Francia,85,
1998,Primera Ronda,Grupo C,1998-06-18,Sudáfrica,Dinamarca,Allan Nielsen,Dinamarca,12,
1998,Primera Ronda,Grupo C,1998-06-18,Sudáfrica,Dinamarca,Benni Mccarthy,Sudáfrica,51,
1998,Primera Ronda,Grupo C,1998-06-24,Francia,Dinamarca,Youri Djorkaeff,Francia,12,penal
1998,Primera Ronda,Grupo C,1998-06-24,Francia,Dinamarca,Michael Laudrup,Dinamarca,42,penal
1998,Primera Ronda,Grupo C,1998-06-24,Francia,Dinamarca,Emmanuel Petit,Francia,56,
1998,Primera Ronda,Grupo C,1998-06-24,Sudáfrica,Arabia Saudita,Shaun Bartlett,Sudáfrica,18,
1998,Primera Ronda,Grupo C,1998-06-24,Sudáfrica,Arabia Saudita,Sami Al Jaber,Arabia Saudita,45,penal
1998,Primera Ronda,Grupo C,1998-06-24,Sudáfrica,Arabia Saudita,Youssef Al Tunayan,Arabia Saudita,74,penal
1998,Primera Ronda,Grupo C,1998-06-24,Sudáfrica,Arabia Saudita,Shaun Bartlett,Sudáfrica,90,penal
1998,Primera Ronda,Grupo D,1998-06-13,España,Nigeria,Fernando Hierro,España,21,
1998,Primera Ronda,Grupo D,1998-06-13,España,Nigeria,Mutiu Adepoju,Nigeria,24,
1998,Primera Ronda,Grupo D,1998-06-13,España,Nigeria,Raul,España,47,
1998,Primera Ronda,Grupo D,1998-06-13,España,Nigeria,Andoni Zubizarreta,Nigeria,73,en contra
1998,Primera Ronda,Grupo D,1998-06-13,España,Nigeria,Sunday Oliseh,Nigeria,78,
1998,Primera Ronda,Grupo D,1998-06-19,Nigeria,Bulgaria,Victor Ikpeba,Nigeria,28,
1998,Primera Ronda,Grupo D,1998-06-24,España,Bulgaria,Fernando Hierro,España,6,penal
1998,Primera Ronda,Grupo D,1998-06-24,España,Bulgaria,Luis Enrique,España,18,
1998,Primera Ronda,Grupo D,1998-06-24,España,Bulgaria,Fernando Morientes,España,55,
1998,Primera Ronda,Grupo D,1998-06-24,España,Bulgaria,Emil Kostadinov,Bulgaria,58,
1998,Primera Ronda,Grupo D,1998-06-24,España,Bulgaria,Fernando Morientes,España,81,
1998,Primera Ronda,Grupo D,1998-06-24,España,Bulgaria,Georgi Bachev,España,88,en contra
1998,Primera Ronda,Grupo D,1998-06-24,España,Bulgaria,Kiko,España,90,
1998,Primera Ronda,Grupo D,1998-06-24,Nigeria,Paraguay,Celso Ayala,Paraguay,1,
1998,Primera Ronda,Grupo D,1998-06-24,Nigeria,Paraguay,Wilson Oruma,Nigeria,11,
1998,Primera Ronda,Grupo D,1998-06-24,Nigeria,Paraguay,Miguel Benitez,Paraguay,58,
1998,Primera Ronda,Grupo D,1998-06-24,Nigeria,Paraguay,Jose Cardozo,Paraguay,86,
1998,Primera Ronda,Grupo E,1998-06-13,Corea del Sur,México,Seok Ju Ha,Corea del Sur,27,
1998,Primera Ronda,Grupo E,1998-06-13,Corea del Sur,México,Ricardo Pelaez Linares,México,50,
1998,Primera Ronda,Grupo E,1998-06-13,Corea del Sur,México,Luis Hernandez,México,75,
1998,Primera Ronda,Grupo E,1998-06-13,Corea del Sur,México,Luis Hernandez,México,84,
1998,Primera Ronda,Grupo E,1998-06-20,Paises Bajos,Corea del Sur,Phillip Cocu,Paises Bajos,37,
1998,Primera Ronda,Grupo E,1998-06-20,Paises Bajos,Corea del Sur,Marc Overmars,Paises Bajos,41,
1998,Primera Ronda,Grupo E,1998-06-20,Paises Bajos,Corea del Sur,Dennis Bergkamp,Paises Bajos,71,
1998,Primera Ronda,Grupo E,1998-06-20,Paises Bajos,Corea del Sur,Pierre Van Hooijdonk,Paises Bajos,78,
1998,Primera Ronda,Grupo E,1998-06-20,Paises Bajos,Corea del Sur,Ronald De Boer,Paises Bajos,83,
1998,Primera Ronda,Grupo E,1998-06-20,Bélgica,México,Marc Wilmots,Bélgica,42,
1998,Primera Ronda,Grupo E,1998-06-20,Bélgica,México,Marc Wilmots,Bélgica,47,
1998,Primera Ronda,Grupo E,1998-06-20,Bélgica,México,Alberto Garcia Aspe,México,55,penal
1998,Primera Ronda,Grupo E,1998-06-20,Bélgica,México,Cuauhtemoc Blanco,México,62,
1998,Primera Ronda,Grupo E,1998-06-25,Bélgica,Corea del Sur,Luc Nilis,Bélgica,7,
1998,Primera Ronda,Grupo E,1998-06-25,Bélgica,Corea del Sur,Sang Chul Yoo,Corea del Sur,72,
1998,Primera Ronda,Grupo E,1998-06-25,Paises Bajos,México,Phillip Cocu,Paises Bajos,4,
1998,Primera Ronda,Grupo E,1998-06-25,Paises Bajos,México,Ronald De Boer,Paises Bajos,18,
1998,Primera Ronda,Grupo E,1998-06-25,Paises Bajos,México,Ricardo Pelaez Linares,México,75,
1998,Primera Ronda,Grupo E,1998-06-25,Paises Bajos,México,Luis Hernandez,México,90,
1998,Primera Ronda,Grupo F,1998-06-14,RF de Yugoslavia,Irán,Sinisa Mihajlovic,RF de Yugoslavia,73,
1998,Primera Ronda,Grupo F,1998-06-15,Alemania,Estados Unidos,Andreas Moeller,Alemania,10,
1998,Primera Ronda,Grupo F,1998-06-15,Alemania,Estados Unidos,Juergen Klinsmann,Alemania,67,
1998,Primera Ronda,Grupo F,1998-06-21,Alemania,RF de Yugoslavia,Predrag Mijatovic,RF de Yugoslavia,13,
1998,Primera Ronda,Grupo F,1998-06-21,Alemania,RF de Yugoslavia,Dragan Stojkovic,RF de Yugoslavia,52,
1998,Primera Ronda,Grupo F,1998-06-21,Alemania,RF de Yugoslavia,Sinisa Mihajlovic,Alemania,72,en contra
1998,Primera Ronda,Grupo F,1998-06-21,Alemania,RF de Yugoslavia,Oliver Bierhoff,Alemania,78,
1998,Primera Ronda,Grupo F,1998-06-21,Estados Unidos,Irán,Hamid Estili,Irán,41,
1998,Primera Ronda,Grupo F,1998-06-21,Estados Unidos,Irán,Mehdi Mahdavikia,Irán,83,
1998,Primera Ronda,Grupo F,1998-06-21,Estados Unidos,Irán,Brian Mcbride,Estados Unidos,87,
1998,Primera Ronda,Grupo F,1998-06-25,Alemania,Irán,Oliver Bierhoff,Alemania,50,
1998,Primera Ronda,Grupo F,1998-06-25,Alemania,Irán,Juergen Klinsmann,Alemania,57,
1998,Primera Ronda,Grupo F,1998-06-25,Estados Unidos,RF de Yugoslavia,Slobodan Komljenovic,RF de Yugoslavia,3,
1998,Primera Ronda,Grupo G,1998-06-15,Rumania,Colombia,Adrian Ilie,Rumania,45,
1998,Primera Ronda,Grupo G,1998-06-15,Inglaterra,Túnez,Alan Shearer,Inglaterra,42,
1998,Primera Ronda,Grupo G,1998-06-15,Inglaterra,Túnez,Paul Scholes,Inglaterra,89,
1998,Primera Ronda,Grupo G,1998-06-22,Colombia,Túnez,Leider Preciado,Colombia,82,
1998,Primera Ronda,Grupo G,1998-06-22,Rumania,Inglaterra,Viorel Moldovan,Rumania,46,
1998,Primera Ronda,Grupo G,1998-06-22,Rumania,Inglaterra,Michael Owen,Inglaterra,81,
1998,Primera Ronda,Grupo G,1998-06-22,Rumania,Inglaterra,Dan Petrescu,Rumania,90,
1998,Primera Ronda,Grupo G,1998-06-26,Rumania,Túnez,Skander Souayah,Túnez,12,penal
1998,Primera Ronda,Grupo G,1998-06-26,Rumania,Túnez,Viorel Moldovan,Rumania,71,
1998,Primera Ronda,Grupo G,1998-06-26,Colombia,Inglaterra,Darren Anderton,Inglaterra,20,
1998,Primera Ronda,Grupo G,1998-06-26,Colombia,Inglaterra,David Beckham,Inglaterra,29,
1998,Primera Ronda,Grupo H,1998-06-14,Jamaica,Croacia,Mario Stanic,Croacia,27,
1998,Primera Ronda,Grupo H,1998-06-14,Jamaica,Croacia,Robert Earle,Jamaica,45,
1998,Primera Ronda,Grupo H,1998-06-14,Jamaica,Croacia,Robert Prosinecki,Croacia,53,
1998,Primera Ronda,Grupo H,1998-06-14,Jamaica,Croacia,Davor Suker,Croacia,69,
1998,Primera Ronda,Grupo H,1998-06-14,Argentina,Japón,Gabriel Batistuta,Argentina,28,
1998,Primera Ronda,Grupo H,1998-06-20,Japón,Croacia,Davor Suker,Croacia,77,
1998,Primera Ronda,Grupo H,1998-06-21,Argentina,Jamaica,Ariel Ortega,Argentina,31,
1998,Primera Ronda,Grupo H,1998-06-21,Argentina,Jamaica,Ariel Ortega,Argentina,55,
1998,Primera Ronda,Grupo H,1998-06-21,Argentina,Jamaica,Gabriel Batistuta,Argentina,73,
1998,Primera Ronda,Grupo H,1998-06-21,Argentina,Jamaica,Gabriel Batistuta,Argentina,78,
1998,Primera Ronda,Grupo H,1998-06-21,Argentina,Jamaica,Gabriel Batistuta,Argentina,83,penal
1998,Primera Ronda,Grupo H,1998-06-26,Japón,Jamaica,Theodore Whitmore,Jamaica,39,
1998,Primera Ronda,Grupo H,1998-06-26,Japón,Jamaica,Theodore Whitmore,Jamaica,54,
1998,Primera Ronda,Grupo H,1998-06-26,Japón,Jamaica,Masashi Nakayama,Japón,74,
1998,Primera Ronda,Grupo H,1998-06-26,Argentina,Croacia,Mauricio Pineda,Argentina,36,
1998,Octavos de Final,,1998-06-27,Brasil,Chile,Cesar Sampaio,Brasil,11,
1998,Octavos de Final,,1998-06-27,Brasil,Chile,Cesar Sampaio,Brasil,27,
1998,Octavos de Final,,1998-06-27,Brasil,Chile,Ronaldo,Brasil,45,penal
1998,Octavos de Final,,1998-06-27,Brasil,Chile,Marcelo Salas,Chile,68,
1998,Octavos de Final,,1998-06-27,Brasil,Chile,Ronaldo,Brasil,70,
1998,Octavos de Final,,1998-06-27,Italia,Noruega,Christian Vieri,Italia,18,
1998,Octavos de Final,,1998-06-28,Nigeria,Dinamarca,Peter Moller,Dinamarca,3,
1998,Octavos de Final,,1998-06-28,Nigeria,Dinamarca,Brian Laudrup,Dinamarca,12,
1998,Octavos de Final,,1998-06-28,Nigeria,Dinamarca,Ebbe Sand,Dinamarca,60,
1998,Octavos de Final,,1998-06-28,Nigeria,Dinamarca,Thomas Helveg,Dinamarca,76,
1998,Octavos de Final,,1998-06-28,Nigeria,Dinamarca,Tijani Babangida,Nigeria,78,
1998,Octavos de Final,,1998-06-28,Francia,Paraguay,Laurent Blanc,Francia,113,
1998,Octavos de Final,,1998-06-29,Alemania,México,Luis Hernandez,México,47,
1998,Octavos de Final,,1998-06-29,Alemania,México,Juergen Klinsmann,Alemania,75,
1998,Octavos de Final,,1998-06-29,Alemania,México,Oliver Bierhoff,Alemania,86,
1998,Octavos de Final,,1998-06-29,Paises Bajos,RF de Yugoslavia,Dennis Bergkamp,Paises Bajos,38,
1998,Octavos de Final,,1998-06-29,Paises Bajos,RF de Yugoslavia,Slobodan Komljenovic,RF de Yugoslavia,48,
1998,Octavos de Final,,1998-06-29,Paises Bajos,RF de Yugoslavia,Edgar Davids,Paises Bajos,90,
1998,Octavos de Final,,1998-06-30,Argentina,Inglaterra,Gabriel Batistuta,Argentina,6,penal
1998,Octavos de Final,,1998-06-30,Argentina,Inglaterra,Alan Shearer,Inglaterra,10,penal
1998,Octavos de Final,,1998-06-30,Argentina,Inglaterra,Michael Owen,Inglaterra,16,
1998,Octavos de Final,,1998-06-30,Argentina,Inglaterra,Javier Zanetti,Argentina,45,
1998,Octavos de Final,,1998-06-30,Rumania,Croacia,Davor Suker,Croacia,45,penal
1998,Cuartos de Final,,1998-07-03,Brasil,Dinamarca,Martin Jorgensen,Dinamarca,2,
1998,Cuartos de Final,,1998-07-03,Brasil,Dinamarca,Bebeto,Brasil,11,
1998,Cuartos de Final,,1998-07-03,Brasil,Dinamarca,Rivaldo,Brasil,27,
1998,Cuartos de Final,,1998-07-03,Brasil,Dinamarca,Brian Laudrup,Dinamarca,50,
1998,Cuartos de Final,,1998-07-03,Brasil,Dinamarca,Rivaldo,Brasil,60,
1998,Cuartos de Final,,1998-07-04,Alemania,Croacia,Robert Jarni,Croacia,45,
1998,Cuartos de Final,,1998-07-04,Alemania,Croacia,Goran Vlaovic,Croacia,80,
1998,Cuartos de Final,,1998-07-04,Alemania,Croacia,Davor Suker,Croacia,85,
1998,Cuartos de Final,,1998-07-04,Paises Bajos,Argentina,Patrick Kluivert,Paises Bajos,12,
1998,Cuartos de Final,,1998-07-04,Paises Bajos,Argentina,Claudio Lopez,Argentina,17,
1998,Cuartos de Final,,1998-07-04,Paises Bajos,Argentina,Dennis Bergkamp,Paises Bajos,89,
1998,Semifinales,,1998-07-07,Brasil,Paises Bajos,Ronaldo,Brasil,46,
1998,Semifinales,,1998-07-07,Brasil,Paises Bajos,Patrick Kluivert,Paises Bajos,87,
1998,Semifinales,,1998-07-08,Francia,Croacia,Davor Suker,Croacia,46,
1998,Semifinales,,1998-07-08,Francia,Croacia,Lilian Thuram,Francia,47,
1998,Semifinales,,1998-07-08,Francia,Croacia,Lilian Thuram,Francia,69,
1998,Tercer Puesto,,1998-07-11,Paises Bajos,Croacia,Robert Prosinecki,Croacia,13,
1998,Tercer Puesto,,1998-07-11,Paises Bajos,Croacia,Boudewijn Zenden,Paises Bajos,21,
